case_id,witness_type,reliability_rating
20251030-2504,Expert,Medium
20251030-2504,Victim,High
20251030-2504,Expert,Medium
20251030-2505,Expert,Medium
20251030-2505,Victim,Medium
20251030-2506,Witness,High
20251030-2506,Victim,High
20251030-2506,Witness,High
20251030-2506,Expert,Medium
20251030-2507,Expert,Low
20251030-2507,Victim,Low
20251030-2507,Expert,High
20251030-2507,Victim,High
20251030-2512,Witness,Low
20251030-2512,Expert,Low
20251030-2512,Expert,Medium
20251030-2514,Witness,Low
20251030-2514,Victim,Medium
20251030-2514,Victim,Low
20251030-2515,Victim,Low
20251030-2516,Victim,Medium
20251030-2516,Witness,Medium
20251030-2517,Witness,Low
20251030-2517,Expert,Low
20251030-2519,Victim,Low
20251030-2524,Expert,Medium
20251030-2524,Expert,Low
20251030-2524,Expert,Low
20251030-2524,Victim,Low
20251030-2525,Witness,High
20251030-2526,Victim,High
20251030-2527,Witness,High
20251030-2527,Victim,High
20251030-2527,Victim,High
20251030-2527,Expert,Medium
20251030-2528,Witness,High
20251030-2528,Witness,Low
20251030-2528,Witness,Medium
20251030-2529,Victim,High
20251030-2529,Victim,Low
20251030-2531,Expert,High
20251030-2532,Expert,Medium
20251030-2532,Expert,Medium
20251030-2532,Expert,Low
20251030-2535,Expert,Low
20251030-2535,Expert,Medium
20251030-2535,Expert,High
20251030-2536,Expert,High
20251030-2537,Witness,Medium
20251030-2537,Victim,High
20251030-2541,Expert,Low
20251030-2541,Victim,High
20251030-2541,Expert,High
20251030-2543,Expert,High
20251030-2543,Expert,Low
20251030-2544,Witness,High
20251030-2544,Witness,High
20251030-2548,Witness,Medium
20251030-2548,Victim,Low
20251030-2548,Expert,Medium
20251030-2551,Victim,Low
20251030-2551,Expert,High
20251030-2551,Expert,High
20251030-2551,Witness,Medium
20251030-2552,Expert,High
20251030-2552,Witness,High
20251030-2552,Victim,High
20251030-2555,Witness,High
20251030-2555,Expert,Low
20251030-2557,Witness,Low
20251030-2557,Victim,Low
20251030-2559,Victim,Low
20251030-2560,Victim,Low
20251030-2560,Victim,Medium
20251030-2560,Victim,Low
20251030-2562,Witness,Low
20251030-2562,Victim,Low
20251030-2562,Witness,High
20251030-2562,Victim,High
20251030-2566,Witness,Medium
20251030-2566,Victim,High
20251030-2568,Victim,Low
20251030-2570,Witness,Low
20251030-2570,Expert,High
20251030-2571,Victim,Medium
20251030-2571,Victim,Medium
20251030-2571,Victim,Low
20251030-2571,Victim,Low
20251030-2572,Expert,High
20251030-2573,Expert,Low
20251030-2573,Witness,Low
20251030-2573,Expert,Medium
20251030-2573,Witness,High
20251030-2574,Expert,Medium
20251030-2574,Victim,Medium
20251030-2574,Victim,Low
20251030-2576,Witness,Low
20251030-2576,Victim,Low
20251030-2576,Expert,Low
20251030-2576,Victim,Medium
20251030-2580,Expert,High
20251030-2580,Witness,Medium
20251030-2582,Victim,High
20251030-2582,Victim,Medium
20251030-2583,Witness,Medium
20251030-2583,Witness,High
20251030-2583,Witness,Low
20251030-2584,Victim,High
20251030-2584,Victim,High
20251030-2584,Victim,High
20251030-2587,Expert,Medium
20251030-2587,Victim,Medium
20251030-2587,Witness,Medium
20251030-2588,Victim,Low
20251030-2588,Victim,High
20251030-2588,Expert,Low
20251030-2588,Victim,Low
20251030-2590,Victim,Low
20251030-2590,Witness,Low
20251030-2590,Witness,Medium
20251030-2590,Victim,Low
20251030-2591,Expert,High
20251030-2591,Expert,Medium
20251030-2591,Victim,Low
20251030-2593,Victim,Medium
20251030-2593,Victim,Low
20251030-2595,Witness,Low
20251030-2595,Victim,High
20251030-2599,Victim,Medium
20251030-2599,Expert,Medium
20251030-2599,Victim,Medium
20251030-2599,Victim,High
20251030-2601,Victim,High
20251030-2601,Expert,Medium
20251030-2602,Expert,High
20251030-2602,Victim,High
20251030-2602,Victim,Medium
20251030-2602,Victim,Low
20251030-2605,Witness,Low
20251030-2606,Expert,Medium
20251030-2606,Victim,Medium
20251030-2607,Victim,Low
20251030-2607,Expert,Medium
20251030-2607,Expert,Medium
20251030-2609,Expert,High
20251030-2609,Victim,High
20251030-2610,Expert,High
20251030-2611,Expert,High
20251030-2611,Expert,Low
20251030-2611,Witness,Low
20251030-2613,Victim,High
20251030-2614,Expert,High
20251030-2614,Expert,High
20251030-2614,Expert,High
20251030-2616,Victim,Medium
20251030-2617,Witness,Low
20251030-2617,Expert,Medium
20251030-2617,Witness,Medium
20251030-2617,Witness,Medium
20251030-2618,Victim,Low
20251030-2618,Witness,Medium
20251030-2618,Witness,High
20251030-2618,Witness,High
20251030-2622,Expert,Medium
20251030-2622,Witness,Medium
20251030-2622,Victim,High
20251030-2624,Victim,Low
20251030-2624,Expert,Low
20251030-2624,Victim,Medium
20251030-2625,Victim,Low
20251030-2625,Victim,High
20251030-2627,Victim,Medium
20251030-2628,Expert,High
20251030-2628,Witness,High
20251030-2628,Expert,Medium
20251030-2631,Expert,High
20251030-2631,Expert,Low
20251030-2631,Expert,Medium
20251030-2631,Witness,Low
20251030-2633,Expert,High
20251030-2633,Victim,Low
20251030-2633,Victim,Medium
20251030-2633,Witness,Low
20251030-2635,Witness,High
20251030-2635,Expert,Low
20251030-2637,Expert,High
20251030-2637,Witness,High
20251030-2637,Witness,Low
20251030-2637,Expert,High
20251030-2638,Witness,Low
20251030-2638,Expert,Low
20251030-2638,Victim,High
20251030-2638,Expert,Low
20251030-2639,Victim,Low
20251030-2639,Expert,Low
20251030-2639,Victim,Medium
20251030-2641,Witness,Low
20251030-2641,Expert,High
20251030-2641,Expert,High
20251030-2643,Victim,Low
20251030-2643,Victim,Low
20251030-2643,Victim,Low
20251030-2643,Victim,Low
20251030-2644,Expert,Medium
20251030-2645,Witness,Low
20251030-2645,Expert,Low
20251030-2645,Expert,Medium
20251030-2645,Expert,High
20251030-2647,Witness,Medium
20251030-2647,Victim,High
20251030-2648,Victim,High
20251030-2648,Expert,High
20251030-2655,Witness,Low
20251030-2655,Expert,Medium
20251030-2655,Victim,Medium
20251030-2655,Victim,Low
20251030-2656,Victim,Medium
20251030-2657,Victim,Low
20251030-2658,Expert,Low
20251030-2658,Victim,High
20251030-2658,Expert,Low
20251030-2659,Expert,Low
20251030-2659,Witness,High
20251030-2659,Expert,Low
20251030-2659,Witness,Medium
20251030-2660,Expert,Low
20251030-2661,Expert,Low
20251030-2664,Expert,Low
20251030-2664,Expert,High
20251030-2664,Expert,Medium
20251030-2664,Expert,High
20251030-2666,Victim,Medium
20251030-2666,Witness,Low
20251030-2666,Expert,High
20251030-2667,Victim,Medium
20251030-2673,Witness,Medium
20251030-2675,Witness,High
20251030-2676,Expert,Low
20251030-2676,Expert,High
20251030-2677,Victim,Low
20251030-2678,Victim,Low
20251030-2678,Victim,Medium
20251030-2678,Expert,Medium
20251030-2678,Witness,Low
20251030-2679,Expert,High
20251030-2679,Expert,High
20251030-2679,Witness,Low
20251030-2681,Victim,High
20251030-2681,Victim,High
20251030-2681,Expert,Medium
20251030-2681,Victim,Low
20251030-2682,Witness,Low
20251030-2682,Victim,Medium
20251030-2682,Witness,Low
20251030-2683,Victim,High
20251030-2684,Expert,Medium
20251030-2684,Expert,Medium
20251030-2684,Victim,Low
20251030-2685,Victim,High
20251030-2687,Expert,Low
20251030-2687,Expert,High
20251030-2687,Expert,Medium
20251030-2687,Witness,Low
20251030-2689,Witness,Low
20251030-2691,Witness,Low
20251030-2692,Victim,Low
20251030-2692,Victim,Low
20251030-2695,Witness,Medium
20251030-2696,Victim,High
20251030-2696,Witness,Low
20251030-2696,Victim,Low
20251030-2699,Witness,Low
20251030-2699,Victim,Medium
20251030-2699,Victim,High
20251030-2700,Victim,Medium
20251030-2700,Expert,Medium
20251030-2702,Witness,Low
20251030-2702,Victim,Low
20251030-2702,Expert,Low
20251030-2703,Witness,Low
20251030-2703,Victim,Medium
20251030-2703,Witness,Low
20251030-2703,Witness,Medium
20251030-2704,Victim,Medium
20251030-2704,Victim,Low
20251030-2704,Expert,Low
20251030-2704,Victim,Medium
20251030-2706,Witness,Low
20251030-2706,Victim,Low
20251030-2706,Expert,Medium
20251030-2706,Victim,High
20251030-2707,Expert,High
20251030-2707,Expert,High
20251030-2707,Expert,Medium
20251030-2707,Victim,Low
20251030-2711,Witness,Low
20251030-2711,Witness,Medium
20251030-2714,Victim,High
20251030-2714,Expert,Low
20251030-2714,Witness,High
20251030-2714,Witness,Low
20251030-2715,Witness,Medium
20251030-2716,Victim,Low
20251030-2716,Victim,Low
20251030-2719,Victim,Medium
20251030-2719,Victim,High
20251030-2720,Victim,Low
20251030-2720,Witness,Medium
20251030-2720,Witness,Medium
20251030-2721,Expert,Low
20251030-2721,Victim,Medium
20251030-2721,Witness,Medium
20251030-2722,Expert,Medium
20251030-2722,Expert,Medium
20251030-2722,Witness,High
20251030-2722,Witness,High
20251030-2725,Expert,High
20251030-2725,Witness,Medium
20251030-2727,Expert,Medium
20251030-2727,Victim,High
20251030-2727,Witness,High
20251030-2729,Expert,High
20251030-2729,Expert,High
20251030-2730,Witness,Medium
20251030-2730,Witness,High
20251030-2730,Victim,Medium
20251030-2731,Expert,Medium
20251030-2731,Witness,Medium
20251030-2732,Victim,High
20251030-2733,Victim,Medium
20251030-2734,Victim,High
20251030-2734,Witness,Low
20251030-2734,Witness,Low
20251030-2734,Witness,Low
20251030-2737,Victim,High
20251030-2738,Expert,High
20251030-2738,Expert,Low
20251030-2738,Witness,Medium
20251030-2738,Victim,Medium
20251030-2739,Expert,High
20251030-2739,Witness,Low
20251030-2739,Expert,High
20251030-2739,Witness,Medium
20251030-2741,Victim,Low
20251030-2742,Witness,Low
20251030-2742,Witness,High
20251030-2743,Expert,Medium
20251030-2743,Victim,Medium
20251030-2745,Victim,High
20251030-2745,Victim,Low
20251030-2745,Witness,Medium
20251030-2745,Expert,High
20251030-2746,Witness,High
20251030-2746,Victim,High
20251030-2746,Witness,High
20251030-2747,Victim,Medium
20251030-2747,Witness,Medium
20251030-2747,Victim,Low
20251030-2747,Expert,Low
20251030-2748,Victim,Low
20251030-2750,Witness,Low
20251030-2750,Expert,High
20251030-2750,Witness,High
20251030-2751,Witness,Medium
20251030-2753,Witness,High
20251030-2753,Expert,Medium
20251030-2753,Expert,Medium
20251030-2753,Witness,Low
20251030-2755,Witness,Medium
20251030-2755,Expert,Medium
20251030-2755,Witness,High
20251030-2755,Expert,Low
20251030-2761,Witness,Medium
20251030-2761,Expert,Low
20251030-2761,Expert,Low
20251030-2762,Witness,High
20251030-2762,Victim,Low
20251030-2763,Witness,Low
20251030-2764,Expert,High
20251030-2764,Expert,High
20251030-2764,Witness,Low
20251030-2764,Witness,Medium
20251030-2765,Expert,Low
20251030-2766,Expert,High
20251030-2766,Expert,Medium
20251030-2768,Expert,Low
20251030-2768,Victim,Medium
20251030-2772,Expert,High
20251030-2772,Expert,Low
20251030-2772,Victim,Medium
20251030-2772,Witness,Medium
20251030-2776,Victim,High
20251030-2777,Witness,High
20251030-2777,Victim,Medium
20251030-2777,Victim,High
20251030-2778,Victim,High
20251030-2778,Victim,Low
20251030-2778,Victim,Low
20251030-2779,Victim,Medium
20251030-2779,Witness,Low
20251030-2781,Victim,High
20251030-2781,Witness,Medium
20251030-2781,Victim,High
20251030-2781,Expert,Medium
20251030-2782,Expert,High
20251030-2782,Witness,Medium
20251030-2782,Expert,Low
20251030-2782,Witness,Medium
20251030-2784,Expert,Medium
20251030-2784,Witness,High
20251030-2784,Expert,High
20251030-2785,Expert,Low
20251030-2785,Victim,High
20251030-2785,Expert,Low
20251030-2786,Expert,Medium
20251030-2786,Victim,Low
20251030-2788,Victim,Medium
20251030-2788,Victim,Low
20251030-2788,Witness,Medium
20251030-2788,Victim,Low
20251030-2793,Witness,Low
20251030-2793,Witness,Low
20251030-2793,Expert,Medium
20251030-2795,Witness,Medium
20251030-2795,Witness,Low
20251030-2798,Victim,Low
20251030-2798,Victim,High
20251030-2798,Victim,Medium
20251030-2801,Victim,High
20251030-2801,Victim,Medium
20251030-2801,Victim,High
20251030-2801,Victim,Medium
20251030-2802,Expert,Low
20251030-2802,Witness,Low
20251030-2802,Witness,Medium
20251030-2802,Expert,High
20251030-2804,Witness,High
20251030-2804,Victim,High
20251030-2804,Witness,Low
20251030-2804,Expert,Low
20251030-2805,Victim,Low
20251030-2807,Victim,High
20251030-2807,Victim,Medium
20251030-2807,Victim,Medium
20251030-2813,Victim,Low
20251030-2813,Witness,Medium
20251030-2816,Victim,High
20251030-2816,Expert,Medium
20251030-2816,Witness,Medium
20251030-2817,Witness,Low
20251030-2818,Expert,Low
20251030-2818,Victim,High
20251030-2818,Witness,High
20251030-2818,Witness,High
20251030-2819,Witness,Low
20251030-2819,Victim,Medium
20251030-2820,Victim,Medium
20251030-2820,Witness,High
20251030-2820,Victim,Low
20251030-2821,Expert,Low
20251030-2825,Expert,High
20251030-2828,Expert,Low
20251030-2828,Victim,High
20251030-2828,Witness,Medium
20251030-2832,Expert,High
20251030-2832,Witness,High
20251030-2833,Witness,High
20251030-2833,Expert,Medium
20251030-2835,Expert,High
20251030-2835,Victim,Low
20251030-2835,Witness,High
20251030-2835,Expert,Low
20251030-2837,Expert,High
20251030-2837,Witness,Medium
20251030-2840,Witness,Medium
20251030-2840,Expert,High
20251030-2840,Witness,Medium
20251030-2840,Expert,Medium
20251030-2841,Expert,Low
20251030-2844,Expert,Low
20251030-2844,Witness,Medium
20251030-2844,Witness,Medium
20251030-2846,Expert,High
20251030-2846,Victim,Low
20251030-2846,Expert,High
20251030-2848,Expert,Low
20251030-2850,Expert,High
20251030-2850,Victim,Low
20251030-2850,Witness,Low
20251030-2851,Witness,High
20251030-2851,Witness,Medium
20251030-2851,Expert,Low
20251030-2851,Expert,High
20251030-2852,Witness,Medium
20251030-2852,Expert,Low
20251030-2852,Expert,Medium
20251030-2853,Expert,High
20251030-2853,Victim,Low
20251030-2853,Expert,Low
20251030-2855,Witness,Medium
20251030-2856,Expert,Low
20251030-2856,Victim,Medium
20251030-2857,Expert,Medium
20251030-2857,Expert,Low
20251030-2861,Victim,Medium
20251030-2863,Expert,Low
20251030-2863,Witness,Low
20251030-2864,Witness,Medium
20251030-2864,Victim,Low
20251030-2867,Witness,Medium
20251030-2867,Victim,High
20251030-2867,Victim,Low
20251030-2867,Witness,High
20251030-2868,Victim,High
20251030-2868,Expert,Medium
20251030-2868,Victim,High
20251030-2868,Victim,High
20251030-2869,Witness,Low
20251030-2869,Victim,Medium
20251030-2869,Expert,Low
20251030-2872,Victim,Medium
20251030-2872,Witness,High
20251030-2872,Expert,Low
20251030-2872,Victim,Medium
20251030-2877,Expert,Medium
20251030-2877,Witness,Low
20251030-2877,Expert,Low
20251030-2878,Expert,Medium
20251030-2879,Expert,Low
20251030-2879,Victim,High
20251030-2880,Victim,Medium
20251030-2880,Expert,Medium
20251030-2880,Witness,High
20251030-2880,Expert,High
20251030-2882,Witness,Medium
20251030-2883,Victim,High
20251030-2884,Expert,High
20251030-2885,Expert,High
20251030-2885,Victim,High
20251030-2885,Witness,High
20251030-2886,Victim,Medium
20251030-2886,Witness,High
20251030-2894,Witness,High
20251030-2894,Expert,High
20251030-2894,Expert,Low
20251030-2894,Victim,High
20251030-2895,Victim,Medium
20251030-2898,Victim,Low
20251030-2898,Expert,High
20251030-2899,Witness,High
20251030-2899,Witness,High
20251030-2899,Victim,Medium
20251030-2899,Victim,Medium
20251030-2901,Expert,High
20251030-2901,Witness,Medium
20251030-2901,Expert,Low
20251030-2902,Victim,Low
20251030-2903,Witness,Low
20251030-2903,Expert,Medium
20251030-2903,Witness,High
20251030-2904,Victim,Low
20251030-2904,Expert,Low
20251030-2904,Expert,High
20251030-2907,Expert,Low
20251030-2909,Witness,High
20251030-2909,Victim,Low
20251030-2909,Expert,Low
20251030-2909,Witness,Medium
20251030-2910,Expert,Medium
20251030-2911,Witness,Medium
20251030-2911,Witness,High
20251030-2911,Witness,High
20251030-2913,Expert,High
20251030-2913,Victim,High
20251030-2915,Victim,Medium
20251030-2915,Witness,High
20251030-2915,Victim,High
20251030-2915,Expert,High
20251030-2917,Expert,Medium
20251030-2917,Witness,Medium
20251030-2919,Witness,Medium
20251030-2919,Victim,Medium
20251030-2920,Victim,High
20251030-2921,Victim,Medium
20251030-2921,Witness,Low
20251030-2921,Victim,Low
20251030-2921,Witness,Medium
20251030-2924,Victim,High
20251030-2925,Witness,High
20251030-2925,Victim,High
20251030-2925,Witness,Low
20251030-2925,Expert,Low
20251030-2926,Expert,Low
20251030-2926,Witness,Low
20251030-2928,Witness,High
20251030-2930,Victim,Medium
20251030-2930,Victim,Medium
20251030-2931,Victim,High
20251030-2933,Victim,High
20251030-2936,Victim,High
20251030-2936,Expert,Medium
20251030-2936,Expert,Low
20251030-2937,Witness,High
20251030-2937,Victim,Low
20251030-2937,Expert,Low
20251030-2937,Witness,High
20251030-2939,Expert,High
20251030-2942,Expert,Low
20251030-2948,Witness,Low
20251030-2948,Expert,Medium
20251030-2948,Witness,Medium
20251030-2949,Witness,High
20251030-2949,Expert,Low
20251030-2951,Victim,High
20251030-2951,Expert,High
20251030-2951,Victim,Medium
20251030-2951,Victim,High
20251030-2953,Witness,Medium
20251030-2953,Expert,Medium
20251030-2954,Expert,Low
20251030-2954,Witness,Medium
20251030-2954,Witness,Medium
20251030-2954,Expert,High
20251030-2955,Expert,Low
20251030-2958,Witness,High
20251030-2958,Expert,Medium
20251030-2958,Victim,Medium
20251030-2959,Witness,Medium
20251030-2959,Witness,Low
20251030-2965,Witness,Low
20251030-2965,Expert,High
20251030-2965,Witness,Medium
20251030-2965,Witness,High
20251030-2966,Witness,High
20251030-2966,Expert,Medium
20251030-2966,Witness,Low
20251030-2967,Expert,Medium
20251030-2967,Expert,High
20251030-2969,Witness,Medium
20251030-2970,Expert,Low
20251030-2970,Witness,Medium
20251030-2970,Expert,High
20251030-2970,Expert,Low
20251030-2971,Witness,Low
20251030-2971,Witness,Medium
20251030-2971,Victim,Low
20251030-2971,Victim,High
20251030-2972,Expert,High
20251030-2972,Witness,High
20251030-2972,Victim,Low
20251030-2975,Victim,High
20251030-2975,Victim,High
20251030-2975,Expert,Low
20251030-2975,Victim,Medium
20251030-2977,Witness,Medium
20251030-2977,Victim,Low
20251030-2977,Victim,Medium
20251030-2977,Expert,Medium
20251030-2979,Victim,Medium
20251030-2981,Expert,Low
20251030-2981,Witness,Low
20251030-2981,Expert,High
20251030-2981,Expert,Medium
20251030-2982,Witness,Medium
20251030-2987,Victim,High
20251030-2987,Victim,Low
20251030-2987,Expert,Medium
20251030-2987,Expert,Low
20251030-2989,Victim,Medium
20251030-2989,Expert,Low
20251030-2989,Expert,Medium
20251030-2990,Victim,Medium
20251030-2991,Witness,High
20251030-2991,Expert,Medium
20251030-2991,Expert,High
20251030-2991,Witness,High
20251030-2994,Witness,Low
20251030-2997,Expert,Medium
20251030-2998,Witness,High
20251030-2998,Expert,Low
20251030-2998,Victim,High
20251030-2998,Victim,Low
20251030-2999,Witness,High
20251030-2999,Expert,Low
20251030-2999,Witness,Medium
20251030-2999,Expert,High
20251030-3004,Witness,Low
20251030-3005,Expert,Medium
20251030-3005,Witness,High
20251030-3005,Expert,Low
20251030-3009,Expert,Medium
20251030-3010,Victim,Low
20251030-3010,Victim,Low
20251030-3011,Expert,High
20251030-3011,Expert,Low
20251030-3012,Victim,Low
20251030-3012,Expert,Medium
20251030-3013,Witness,Low
20251030-3013,Victim,High
20251030-3014,Victim,Medium
20251030-3014,Victim,Low
20251030-3014,Expert,Low
20251030-3014,Witness,High
20251030-3015,Victim,Medium
20251030-3015,Expert,Medium
20251030-3015,Victim,High
20251030-3016,Expert,High
20251030-3016,Expert,High
20251030-3016,Witness,High
20251030-3018,Expert,High
20251030-3018,Expert,Medium
20251030-3019,Witness,High
20251030-3019,Victim,Medium
20251030-3019,Victim,Medium
20251030-3020,Expert,Low
20251030-3020,Victim,Medium
20251030-3020,Victim,Low
20251030-3021,Victim,Medium
20251030-3023,Expert,Medium
20251030-3025,Victim,High
20251030-3025,Witness,High
20251030-3026,Witness,Low
20251030-3026,Expert,Low
20251030-3026,Expert,Medium
20251030-3026,Victim,Medium
20251030-3027,Expert,High
20251030-3027,Expert,High
20251030-3028,Witness,Low
20251030-3028,Expert,High
20251030-3029,Witness,Medium
20251030-3029,Victim,High
20251030-3030,Witness,Low
20251030-3030,Victim,High
20251030-3030,Expert,Low
20251030-3030,Witness,Low
20251030-3031,Expert,Medium
20251030-3031,Witness,Medium
20251030-3031,Witness,Medium
20251030-3031,Expert,Low
20251030-3032,Witness,Low
20251030-3032,Witness,Medium
20251030-3032,Victim,Low
20251030-3032,Witness,High
20251030-3033,Witness,Low
20251030-3033,Expert,Low
20251030-3034,Victim,High
20251030-3034,Witness,High
20251030-3034,Expert,High
20251030-3034,Witness,Low
20251030-3035,Expert,High
20251030-3035,Expert,Low
20251030-3035,Witness,High
20251030-3035,Victim,High
20251030-3038,Expert,High
20251030-3038,Expert,Medium
20251030-3038,Victim,Low
20251030-3040,Victim,Low
20251030-3040,Expert,High
20251030-3040,Expert,High
20251030-3041,Victim,Medium
20251030-3041,Victim,Medium
20251030-3041,Victim,Medium
20251030-3042,Expert,Low
20251030-3042,Witness,Low
20251030-3042,Witness,Low
20251030-3042,Expert,Medium
20251030-3045,Expert,High
20251030-3045,Victim,Low
20251030-3046,Victim,Low
20251030-3046,Expert,Medium
20251030-3046,Victim,Low
20251030-3046,Victim,High
20251030-3047,Witness,Medium
20251030-3047,Witness,Low
20251030-3049,Victim,Low
20251030-3051,Expert,High
20251030-3053,Witness,Medium
20251030-3053,Expert,Low
20251030-3053,Witness,High
20251030-3054,Victim,Medium
20251030-3054,Witness,Low
20251030-3054,Witness,Low
20251030-3054,Expert,High
20251030-3055,Victim,High
20251030-3055,Expert,Medium
20251030-3056,Expert,High
20251030-3057,Witness,High
20251030-3060,Witness,Low
20251030-3061,Expert,High
20251030-3061,Expert,High
20251030-3061,Witness,Medium
20251030-3061,Witness,Low
20251030-3064,Witness,High
20251030-3064,Expert,High
20251030-3066,Expert,Medium
20251030-3066,Expert,Medium
20251030-3066,Victim,Medium
20251030-3067,Victim,Medium
20251030-3067,Witness,Medium
20251030-3068,Expert,Low
20251030-3068,Expert,High
20251030-3069,Victim,Medium
20251030-3069,Expert,High
20251030-3071,Expert,Low
20251030-3071,Victim,High
20251030-3071,Victim,High
20251030-3071,Victim,Medium
20251030-3074,Witness,Low
20251030-3075,Witness,Medium
20251030-3075,Victim,High
20251030-3075,Witness,Low
20251030-3081,Victim,High
20251030-3082,Witness,Medium
20251030-3082,Expert,Medium
20251030-3082,Victim,Medium
20251030-3082,Witness,Medium
20251030-3085,Expert,High
20251030-3087,Expert,Medium
20251030-3087,Expert,High
20251030-3087,Victim,Medium
20251030-3087,Witness,High
20251030-3091,Expert,Medium
20251030-3092,Victim,Medium
20251030-3095,Witness,High
20251030-3095,Expert,Medium
20251030-3095,Witness,Medium
20251030-3097,Witness,Medium
20251030-3097,Victim,High
20251030-3098,Victim,Medium
20251030-3098,Witness,Low
20251030-3098,Victim,Low
20251030-3099,Victim,Medium
20251030-3102,Victim,Low
20251030-3102,Witness,High
20251030-3102,Witness,Low
20251030-3102,Witness,Low
20251030-3103,Expert,Low
20251030-3103,Witness,High
20251030-3107,Expert,High
20251030-3107,Victim,High
20251030-3112,Witness,Medium
20251030-3112,Expert,High
20251030-3113,Victim,Low
20251030-3113,Witness,High
20251030-3113,Expert,High
20251030-3114,Victim,High
20251030-3114,Victim,Low
20251030-3114,Witness,Medium
20251030-3114,Victim,Low
20251030-3116,Witness,Low
20251030-3116,Witness,Medium
20251030-3117,Expert,Medium
20251030-3117,Expert,Medium
20251030-3117,Victim,Low
20251030-3117,Victim,High
20251030-3118,Expert,High
20251030-3118,Victim,Low
20251030-3119,Victim,High
20251030-3119,Victim,Low
20251030-3119,Expert,Medium
20251030-3119,Witness,Low
20251030-3120,Expert,High
20251030-3122,Expert,Low
20251030-3122,Victim,Medium
20251030-3122,Victim,Medium
20251030-3122,Expert,Medium
20251030-3123,Witness,High
20251030-3123,Expert,Medium
20251030-3123,Expert,Medium
20251030-3123,Witness,High
20251030-3126,Expert,High
20251030-3136,Victim,High
20251030-3138,Victim,High
20251030-3138,Witness,Low
20251030-3140,Victim,Medium
20251030-3140,Witness,Low
20251030-3140,Victim,Medium
20251030-3141,Expert,High
20251030-3142,Witness,Medium
20251030-3144,Expert,Low
20251030-3146,Expert,Medium
20251030-3148,Witness,Low
20251030-3151,Victim,Medium
20251030-3151,Expert,Low
20251030-3152,Witness,High
20251030-3152,Witness,High
20251030-3152,Victim,Medium
20251030-3152,Expert,Low
20251030-3154,Witness,Low
20251030-3154,Expert,High
20251030-3155,Expert,Medium
20251030-3155,Victim,High
20251030-3155,Expert,Low
20251030-3155,Expert,Medium
20251030-3156,Expert,Medium
20251030-3157,Expert,High
20251030-3157,Victim,Medium
20251030-3157,Witness,Low
20251030-3157,Expert,High
20251030-3159,Witness,Medium
20251030-3159,Witness,High
20251030-3159,Expert,Low
20251030-3159,Witness,High
20251030-3163,Victim,High
20251030-3165,Expert,Medium
20251030-3166,Witness,High
20251030-3166,Expert,Medium
20251030-3166,Expert,Low
20251030-3166,Expert,High
20251030-3167,Expert,Low
20251030-3167,Witness,Medium
20251030-3167,Witness,Medium
20251030-3167,Witness,High
20251030-3168,Witness,Medium
20251030-3168,Expert,High
20251030-3170,Expert,Low
20251030-3170,Expert,Low
20251030-3171,Witness,Medium
20251030-3172,Expert,High
20251030-3172,Witness,Medium
20251030-3176,Expert,High
20251030-3176,Victim,High
20251030-3176,Expert,Low
20251030-3177,Victim,Low
20251030-3177,Victim,Medium
20251030-3178,Witness,Low
20251030-3178,Witness,Low
20251030-3178,Witness,High
20251030-3178,Victim,High
20251030-3179,Witness,Medium
20251030-3180,Victim,High
20251030-3183,Expert,Low
20251030-3183,Expert,Low
20251030-3183,Witness,Medium
20251030-3183,Victim,Low
20251030-3187,Expert,Medium
20251030-3187,Victim,Low
20251030-3187,Witness,Low
20251030-3188,Victim,Low
20251030-3188,Victim,Medium
20251030-3188,Victim,High
20251030-3188,Expert,Low
20251030-3189,Expert,Medium
20251030-3189,Witness,High
20251030-3190,Victim,Medium
20251030-3190,Witness,High
20251030-3190,Expert,High
20251030-3191,Expert,Low
20251030-3191,Witness,Low
20251030-3192,Expert,Low
20251030-3192,Expert,Medium
20251030-3193,Witness,Medium
20251030-3196,Witness,Medium
20251030-3198,Expert,Low
20251030-3198,Witness,Medium
20251030-3198,Witness,Medium
20251030-3198,Expert,Low
20251030-3204,Victim,High
20251030-3204,Victim,Low
20251030-3204,Expert,Low
20251030-3204,Expert,Low
20251030-3206,Witness,High
20251030-3206,Victim,High
20251030-3206,Expert,Low
20251030-3207,Victim,High
20251030-3215,Expert,Low
20251030-3215,Victim,High
20251030-3216,Expert,Medium
20251030-3219,Expert,Medium
20251030-3219,Expert,Low
20251030-3219,Expert,Low
20251030-3219,Expert,Medium
20251030-3221,Expert,Low
20251030-3221,Expert,High
20251030-3221,Victim,High
20251030-3221,Expert,Low
20251030-3223,Victim,Low
20251030-3223,Victim,High
20251030-3225,Expert,High
20251030-3225,Expert,Low
20251030-3227,Expert,Medium
20251030-3227,Expert,High
20251030-3231,Victim,Medium
20251030-3231,Witness,Medium
20251030-3231,Expert,High
20251030-3232,Victim,Medium
20251030-3232,Witness,High
20251030-3233,Witness,High
20251030-3234,Expert,Low
20251030-3234,Expert,Low
20251030-3238,Witness,Low
20251030-3239,Victim,Low
20251030-3239,Expert,Medium
20251030-3239,Expert,Medium
20251030-3239,Expert,Medium
20251030-3241,Witness,High
20251030-3242,Expert,Low
20251030-3242,Victim,Low
20251030-3242,Witness,Low
