case_id,investigation_type,investigation_date,findings
20251030-2877,Follow-up,2024-03-21 18:57:55,Investigation findings for case 20251030-2877
20251030-2878,Follow-up,2024-04-22 09:12:26,Investigation findings for case 20251030-2878
20251030-2878,Evidence Collection,2024-05-16 09:12:26,Investigation findings for case 20251030-2878
20251030-2878,Initial,2024-04-23 09:12:26,Investigation findings for case 20251030-2878
20251030-2878,Interview,2024-04-21 09:12:26,Investigation findings for case 20251030-2878
20251030-2878,Evidence Collection,2024-05-05 09:12:26,Investigation findings for case 20251030-2878
20251030-2880,Initial,2023-10-25 23:50:23,Investigation findings for case 20251030-2880
20251030-2881,Interview,2024-07-03 17:42:42,Investigation findings for case 20251030-2881
20251030-2881,Initial,2024-07-12 17:42:42,Investigation findings for case 20251030-2881
20251030-2881,Follow-up,2024-07-20 17:42:42,Investigation findings for case 20251030-2881
20251030-2881,Interview,2024-07-04 17:42:42,Investigation findings for case 20251030-2881
20251030-2881,Evidence Collection,2024-07-11 17:42:42,Investigation findings for case 20251030-2881
20251030-2883,Initial,2023-06-18 20:26:21,Investigation findings for case 20251030-2883
20251030-2883,Initial,2023-06-21 20:26:21,Investigation findings for case 20251030-2883
20251030-2885,Evidence Collection,2023-12-19 08:05:29,Investigation findings for case 20251030-2885
20251030-2885,Evidence Collection,2023-12-28 08:05:29,Investigation findings for case 20251030-2885
20251030-2885,Initial,2023-12-15 08:05:29,Investigation findings for case 20251030-2885
20251030-2885,Evidence Collection,2023-12-24 08:05:29,Investigation findings for case 20251030-2885
20251030-2886,Evidence Collection,2023-01-18 10:10:39,Investigation findings for case 20251030-2886
20251030-2886,Evidence Collection,2023-01-26 10:10:39,Investigation findings for case 20251030-2886
20251030-2888,Interview,2023-09-08 19:30:36,Investigation findings for case 20251030-2888
20251030-2888,Initial,2023-09-01 19:30:36,Investigation findings for case 20251030-2888
20251030-2888,Interview,2023-09-04 19:30:36,Investigation findings for case 20251030-2888
20251030-2889,Evidence Collection,2024-01-02 06:56:54,Investigation findings for case 20251030-2889
20251030-2889,Evidence Collection,2024-01-22 06:56:54,Investigation findings for case 20251030-2889
20251030-2889,Interview,2023-12-30 06:56:54,Investigation findings for case 20251030-2889
20251030-2889,Evidence Collection,2024-01-08 06:56:54,Investigation findings for case 20251030-2889
20251030-2889,Follow-up,2024-01-08 06:56:54,Investigation findings for case 20251030-2889
20251030-2890,Evidence Collection,2023-07-12 05:28:12,Investigation findings for case 20251030-2890
20251030-2890,Follow-up,2023-07-03 05:28:12,Investigation findings for case 20251030-2890
20251030-2890,Follow-up,2023-06-25 05:28:12,Investigation findings for case 20251030-2890
20251030-2890,Initial,2023-07-07 05:28:12,Investigation findings for case 20251030-2890
20251030-2891,Initial,2023-09-06 09:29:09,Investigation findings for case 20251030-2891
20251030-2891,Evidence Collection,2023-08-25 09:29:09,Investigation findings for case 20251030-2891
20251030-2891,Follow-up,2023-08-26 09:29:09,Investigation findings for case 20251030-2891
20251030-2896,Follow-up,2024-12-17 18:45:14,Investigation findings for case 20251030-2896
20251030-2896,Interview,2024-12-23 18:45:14,Investigation findings for case 20251030-2896
20251030-2896,Initial,2024-12-21 18:45:14,Investigation findings for case 20251030-2896
20251030-2897,Evidence Collection,2024-06-08 08:34:31,Investigation findings for case 20251030-2897
20251030-2897,Interview,2024-05-29 08:34:31,Investigation findings for case 20251030-2897
20251030-2897,Evidence Collection,2024-05-22 08:34:31,Investigation findings for case 20251030-2897
20251030-2901,Interview,2024-01-12 15:04:39,Investigation findings for case 20251030-2901
20251030-2901,Initial,2024-01-13 15:04:39,Investigation findings for case 20251030-2901
20251030-2902,Interview,2023-04-06 19:07:03,Investigation findings for case 20251030-2902
20251030-2902,Follow-up,2023-04-03 19:07:03,Investigation findings for case 20251030-2902
20251030-2902,Evidence Collection,2023-03-26 19:07:03,Investigation findings for case 20251030-2902
20251030-2902,Initial,2023-04-05 19:07:03,Investigation findings for case 20251030-2902
20251030-2903,Interview,2023-02-08 06:46:50,Investigation findings for case 20251030-2903
20251030-2903,Interview,2023-01-29 06:46:50,Investigation findings for case 20251030-2903
20251030-2903,Initial,2023-02-07 06:46:50,Investigation findings for case 20251030-2903
20251030-2903,Follow-up,2023-02-07 06:46:50,Investigation findings for case 20251030-2903
20251030-2903,Evidence Collection,2023-01-30 06:46:50,Investigation findings for case 20251030-2903
20251030-2904,Initial,2024-01-04 21:56:53,Investigation findings for case 20251030-2904
20251030-2904,Initial,2024-01-18 21:56:53,Investigation findings for case 20251030-2904
20251030-2904,Initial,2024-01-20 21:56:53,Investigation findings for case 20251030-2904
20251030-2904,Evidence Collection,2024-01-24 21:56:53,Investigation findings for case 20251030-2904
20251030-2909,Interview,2024-04-25 12:12:20,Investigation findings for case 20251030-2909
20251030-2909,Initial,2024-04-08 12:12:20,Investigation findings for case 20251030-2909
20251030-2909,Interview,2024-04-20 12:12:20,Investigation findings for case 20251030-2909
20251030-2909,Evidence Collection,2024-04-19 12:12:20,Investigation findings for case 20251030-2909
20251030-2909,Initial,2024-04-27 12:12:20,Investigation findings for case 20251030-2909
20251030-2911,Interview,2025-01-03 09:51:14,Investigation findings for case 20251030-2911
20251030-2912,Evidence Collection,2023-10-26 11:08:58,Investigation findings for case 20251030-2912
20251030-2912,Evidence Collection,2023-11-05 11:08:58,Investigation findings for case 20251030-2912
20251030-2914,Follow-up,2024-07-22 19:18:25,Investigation findings for case 20251030-2914
20251030-2914,Evidence Collection,2024-07-12 19:18:25,Investigation findings for case 20251030-2914
20251030-2915,Follow-up,2024-06-10 08:17:53,Investigation findings for case 20251030-2915
20251030-2915,Interview,2024-06-23 08:17:53,Investigation findings for case 20251030-2915
20251030-2915,Initial,2024-06-27 08:17:53,Investigation findings for case 20251030-2915
20251030-2915,Evidence Collection,2024-06-14 08:17:53,Investigation findings for case 20251030-2915
20251030-2916,Follow-up,2024-07-08 23:02:28,Investigation findings for case 20251030-2916
20251030-2916,Evidence Collection,2024-06-22 23:02:28,Investigation findings for case 20251030-2916
20251030-2916,Initial,2024-06-18 23:02:28,Investigation findings for case 20251030-2916
20251030-2916,Interview,2024-06-30 23:02:28,Investigation findings for case 20251030-2916
20251030-2918,Follow-up,2023-04-17 13:54:44,Investigation findings for case 20251030-2918
20251030-2918,Initial,2023-04-08 13:54:44,Investigation findings for case 20251030-2918
20251030-2918,Follow-up,2023-04-06 13:54:44,Investigation findings for case 20251030-2918
20251030-2918,Follow-up,2023-04-12 13:54:44,Investigation findings for case 20251030-2918
20251030-2918,Evidence Collection,2023-04-17 13:54:44,Investigation findings for case 20251030-2918
20251030-2920,Follow-up,2024-05-15 21:07:21,Investigation findings for case 20251030-2920
20251030-2920,Evidence Collection,2024-06-12 21:07:21,Investigation findings for case 20251030-2920
20251030-2921,Evidence Collection,2024-08-16 20:12:49,Investigation findings for case 20251030-2921
20251030-2921,Initial,2024-09-02 20:12:49,Investigation findings for case 20251030-2921
20251030-2921,Follow-up,2024-08-27 20:12:49,Investigation findings for case 20251030-2921
20251030-2923,Evidence Collection,2024-05-19 18:50:16,Investigation findings for case 20251030-2923
20251030-2924,Initial,2023-02-09 12:00:11,Investigation findings for case 20251030-2924
20251030-2925,Interview,2024-10-14 11:02:20,Investigation findings for case 20251030-2925
20251030-2925,Initial,2024-10-12 11:02:20,Investigation findings for case 20251030-2925
20251030-2925,Initial,2024-10-08 11:02:20,Investigation findings for case 20251030-2925
20251030-2926,Evidence Collection,2023-09-19 05:54:19,Investigation findings for case 20251030-2926
20251030-2927,Evidence Collection,2023-08-20 08:30:32,Investigation findings for case 20251030-2927
20251030-2927,Evidence Collection,2023-07-25 08:30:32,Investigation findings for case 20251030-2927
20251030-2927,Interview,2023-07-27 08:30:32,Investigation findings for case 20251030-2927
20251030-2927,Follow-up,2023-07-30 08:30:32,Investigation findings for case 20251030-2927
20251030-2928,Follow-up,2024-09-18 18:07:52,Investigation findings for case 20251030-2928
20251030-2928,Evidence Collection,2024-09-26 18:07:52,Investigation findings for case 20251030-2928
20251030-2928,Interview,2024-09-06 18:07:52,Investigation findings for case 20251030-2928
20251030-2928,Evidence Collection,2024-09-22 18:07:52,Investigation findings for case 20251030-2928
20251030-2928,Interview,2024-09-23 18:07:52,Investigation findings for case 20251030-2928
20251030-2930,Initial,2024-06-04 20:29:41,Investigation findings for case 20251030-2930
20251030-2931,Initial,2024-07-02 22:31:32,Investigation findings for case 20251030-2931
20251030-2931,Interview,2024-07-11 22:31:32,Investigation findings for case 20251030-2931
20251030-2932,Interview,2023-06-18 13:18:41,Investigation findings for case 20251030-2932
20251030-2932,Evidence Collection,2023-06-28 13:18:41,Investigation findings for case 20251030-2932
20251030-2932,Interview,2023-07-01 13:18:41,Investigation findings for case 20251030-2932
20251030-2932,Initial,2023-06-21 13:18:41,Investigation findings for case 20251030-2932
20251030-2933,Initial,2024-10-13 12:55:53,Investigation findings for case 20251030-2933
20251030-2933,Follow-up,2024-11-06 12:55:53,Investigation findings for case 20251030-2933
20251030-2933,Interview,2024-11-07 12:55:53,Investigation findings for case 20251030-2933
20251030-2933,Initial,2024-10-26 12:55:53,Investigation findings for case 20251030-2933
20251030-2935,Interview,2024-01-13 08:38:15,Investigation findings for case 20251030-2935
20251030-2935,Evidence Collection,2024-01-15 08:38:15,Investigation findings for case 20251030-2935
20251030-2935,Evidence Collection,2023-12-25 08:38:15,Investigation findings for case 20251030-2935
20251030-2935,Interview,2023-12-25 08:38:15,Investigation findings for case 20251030-2935
20251030-2935,Initial,2024-01-01 08:38:15,Investigation findings for case 20251030-2935
20251030-2936,Initial,2024-09-11 13:24:01,Investigation findings for case 20251030-2936
20251030-2937,Initial,2024-12-12 18:32:04,Investigation findings for case 20251030-2937
20251030-2939,Initial,2023-08-29 10:09:09,Investigation findings for case 20251030-2939
20251030-2939,Follow-up,2023-09-04 10:09:09,Investigation findings for case 20251030-2939
20251030-2941,Evidence Collection,2023-10-04 16:21:46,Investigation findings for case 20251030-2941
20251030-2941,Follow-up,2023-10-18 16:21:46,Investigation findings for case 20251030-2941
20251030-2941,Follow-up,2023-10-19 16:21:46,Investigation findings for case 20251030-2941
20251030-2941,Evidence Collection,2023-09-24 16:21:46,Investigation findings for case 20251030-2941
20251030-2951,Evidence Collection,2023-04-15 09:36:26,Investigation findings for case 20251030-2951
20251030-2951,Initial,2023-04-14 09:36:26,Investigation findings for case 20251030-2951
20251030-2951,Follow-up,2023-04-12 09:36:26,Investigation findings for case 20251030-2951
20251030-2953,Interview,2024-10-06 15:55:28,Investigation findings for case 20251030-2953
20251030-2955,Evidence Collection,2023-08-09 08:39:33,Investigation findings for case 20251030-2955
20251030-2955,Initial,2023-08-19 08:39:33,Investigation findings for case 20251030-2955
20251030-2955,Interview,2023-08-02 08:39:33,Investigation findings for case 20251030-2955
20251030-2955,Follow-up,2023-08-10 08:39:33,Investigation findings for case 20251030-2955
20251030-2955,Follow-up,2023-08-08 08:39:33,Investigation findings for case 20251030-2955
20251030-2958,Interview,2023-06-04 15:50:48,Investigation findings for case 20251030-2958
20251030-2958,Follow-up,2023-05-21 15:50:48,Investigation findings for case 20251030-2958
20251030-2958,Evidence Collection,2023-05-31 15:50:48,Investigation findings for case 20251030-2958
20251030-2960,Initial,2024-07-10 04:46:09,Investigation findings for case 20251030-2960
20251030-2960,Initial,2024-07-12 04:46:09,Investigation findings for case 20251030-2960
20251030-2964,Follow-up,2023-01-18 19:25:53,Investigation findings for case 20251030-2964
20251030-2964,Interview,2023-02-03 19:25:53,Investigation findings for case 20251030-2964
20251030-2964,Initial,2023-01-27 19:25:53,Investigation findings for case 20251030-2964
20251030-2965,Interview,2025-01-12 15:54:38,Investigation findings for case 20251030-2965
20251030-2966,Follow-up,2024-05-01 12:38:33,Investigation findings for case 20251030-2966
20251030-2966,Follow-up,2024-04-12 12:38:33,Investigation findings for case 20251030-2966
20251030-2966,Follow-up,2024-04-18 12:38:33,Investigation findings for case 20251030-2966
20251030-2967,Follow-up,2024-05-04 20:59:14,Investigation findings for case 20251030-2967
20251030-2967,Interview,2024-04-14 20:59:14,Investigation findings for case 20251030-2967
20251030-2969,Evidence Collection,2024-08-19 12:47:05,Investigation findings for case 20251030-2969
20251030-2969,Initial,2024-08-20 12:47:05,Investigation findings for case 20251030-2969
20251030-2971,Evidence Collection,2024-11-09 20:28:06,Investigation findings for case 20251030-2971
20251030-2971,Follow-up,2024-10-30 20:28:06,Investigation findings for case 20251030-2971
20251030-2971,Follow-up,2024-10-24 20:28:06,Investigation findings for case 20251030-2971
20251030-2971,Interview,2024-11-20 20:28:06,Investigation findings for case 20251030-2971
20251030-2971,Evidence Collection,2024-11-21 20:28:06,Investigation findings for case 20251030-2971
20251030-2972,Interview,2024-09-26 15:00:31,Investigation findings for case 20251030-2972
20251030-2972,Follow-up,2024-10-01 15:00:31,Investigation findings for case 20251030-2972
20251030-2972,Initial,2024-10-05 15:00:31,Investigation findings for case 20251030-2972
20251030-2972,Interview,2024-10-06 15:00:31,Investigation findings for case 20251030-2972
20251030-2975,Evidence Collection,2023-01-08 17:00:58,Investigation findings for case 20251030-2975
20251030-2977,Follow-up,2024-05-08 21:53:12,Investigation findings for case 20251030-2977
20251030-2978,Follow-up,2024-06-28 18:22:35,Investigation findings for case 20251030-2978
20251030-2978,Initial,2024-06-06 18:22:35,Investigation findings for case 20251030-2978
20251030-2978,Follow-up,2024-06-09 18:22:35,Investigation findings for case 20251030-2978
20251030-2980,Interview,2024-08-03 09:41:16,Investigation findings for case 20251030-2980
20251030-2980,Initial,2024-08-11 09:41:16,Investigation findings for case 20251030-2980
20251030-2980,Follow-up,2024-07-22 09:41:16,Investigation findings for case 20251030-2980
20251030-2983,Evidence Collection,2024-02-25 19:34:56,Investigation findings for case 20251030-2983
20251030-2983,Evidence Collection,2024-02-13 19:34:56,Investigation findings for case 20251030-2983
20251030-2983,Initial,2024-02-07 19:34:56,Investigation findings for case 20251030-2983
20251030-2983,Initial,2024-02-10 19:34:56,Investigation findings for case 20251030-2983
20251030-2983,Evidence Collection,2024-02-24 19:34:56,Investigation findings for case 20251030-2983
20251030-2985,Follow-up,2023-09-06 18:27:55,Investigation findings for case 20251030-2985
20251030-2985,Evidence Collection,2023-08-25 18:27:55,Investigation findings for case 20251030-2985
20251030-2985,Interview,2023-08-30 18:27:55,Investigation findings for case 20251030-2985
20251030-2985,Initial,2023-09-11 18:27:55,Investigation findings for case 20251030-2985
20251030-2985,Evidence Collection,2023-09-13 18:27:55,Investigation findings for case 20251030-2985
20251030-2986,Interview,2024-05-01 10:30:16,Investigation findings for case 20251030-2986
20251030-2986,Evidence Collection,2024-04-19 10:30:16,Investigation findings for case 20251030-2986
20251030-2987,Interview,2023-09-04 20:25:59,Investigation findings for case 20251030-2987
20251030-2987,Initial,2023-08-06 20:25:59,Investigation findings for case 20251030-2987
20251030-2987,Initial,2023-09-01 20:25:59,Investigation findings for case 20251030-2987
20251030-2987,Evidence Collection,2023-08-29 20:25:59,Investigation findings for case 20251030-2987
20251030-2987,Interview,2023-08-13 20:25:59,Investigation findings for case 20251030-2987
20251030-2988,Interview,2024-12-04 22:45:50,Investigation findings for case 20251030-2988
20251030-2993,Interview,2024-03-09 09:27:55,Investigation findings for case 20251030-2993
20251030-2993,Interview,2024-03-09 09:27:55,Investigation findings for case 20251030-2993
20251030-2993,Follow-up,2024-02-24 09:27:55,Investigation findings for case 20251030-2993
20251030-2993,Follow-up,2024-02-25 09:27:55,Investigation findings for case 20251030-2993
20251030-2993,Follow-up,2024-02-25 09:27:55,Investigation findings for case 20251030-2993
20251030-2994,Initial,2024-07-16 17:01:02,Investigation findings for case 20251030-2994
20251030-2994,Evidence Collection,2024-07-16 17:01:02,Investigation findings for case 20251030-2994
20251030-2994,Evidence Collection,2024-07-23 17:01:02,Investigation findings for case 20251030-2994
20251030-2994,Interview,2024-07-17 17:01:02,Investigation findings for case 20251030-2994
20251030-2994,Initial,2024-07-13 17:01:02,Investigation findings for case 20251030-2994
20251030-2996,Evidence Collection,2024-05-06 15:30:09,Investigation findings for case 20251030-2996
20251030-2996,Follow-up,2024-04-30 15:30:09,Investigation findings for case 20251030-2996
20251030-2996,Interview,2024-05-15 15:30:09,Investigation findings for case 20251030-2996
20251030-2996,Follow-up,2024-05-11 15:30:09,Investigation findings for case 20251030-2996
20251030-2997,Follow-up,2023-12-10 15:35:37,Investigation findings for case 20251030-2997
20251030-2997,Follow-up,2024-01-02 15:35:37,Investigation findings for case 20251030-2997
20251030-2997,Initial,2024-01-03 15:35:37,Investigation findings for case 20251030-2997
20251030-2999,Follow-up,2024-02-24 15:41:08,Investigation findings for case 20251030-2999
20251030-2999,Follow-up,2024-02-06 15:41:08,Investigation findings for case 20251030-2999
20251030-2999,Initial,2024-02-14 15:41:08,Investigation findings for case 20251030-2999
20251030-2999,Evidence Collection,2024-03-01 15:41:08,Investigation findings for case 20251030-2999
20251030-3000,Initial,2023-06-04 07:22:12,Investigation findings for case 20251030-3000
20251030-3000,Interview,2023-06-11 07:22:12,Investigation findings for case 20251030-3000
20251030-3001,Initial,2025-01-03 15:05:46,Investigation findings for case 20251030-3001
20251030-3001,Follow-up,2024-12-22 15:05:46,Investigation findings for case 20251030-3001
20251030-3001,Follow-up,2024-12-12 15:05:46,Investigation findings for case 20251030-3001
20251030-3001,Initial,2024-12-31 15:05:46,Investigation findings for case 20251030-3001
20251030-3003,Follow-up,2023-01-20 07:18:38,Investigation findings for case 20251030-3003
20251030-3003,Interview,2023-02-02 07:18:38,Investigation findings for case 20251030-3003
20251030-3004,Initial,2023-10-14 11:29:10,Investigation findings for case 20251030-3004
20251030-3004,Evidence Collection,2023-09-29 11:29:10,Investigation findings for case 20251030-3004
20251030-3004,Initial,2023-10-13 11:29:10,Investigation findings for case 20251030-3004
20251030-3009,Initial,2024-02-29 05:48:31,Investigation findings for case 20251030-3009
20251030-3009,Initial,2024-03-03 05:48:31,Investigation findings for case 20251030-3009
20251030-3009,Follow-up,2024-03-09 05:48:31,Investigation findings for case 20251030-3009
20251030-3010,Follow-up,2023-10-17 18:24:41,Investigation findings for case 20251030-3010
20251030-3010,Evidence Collection,2023-10-18 18:24:41,Investigation findings for case 20251030-3010
20251030-3010,Interview,2023-10-15 18:24:41,Investigation findings for case 20251030-3010
20251030-3010,Initial,2023-10-10 18:24:41,Investigation findings for case 20251030-3010
20251030-3011,Initial,2024-05-06 10:55:16,Investigation findings for case 20251030-3011
20251030-3011,Evidence Collection,2024-05-12 10:55:16,Investigation findings for case 20251030-3011
20251030-3011,Evidence Collection,2024-04-17 10:55:16,Investigation findings for case 20251030-3011
20251030-3011,Interview,2024-04-17 10:55:16,Investigation findings for case 20251030-3011
20251030-3012,Initial,2024-06-24 09:50:38,Investigation findings for case 20251030-3012
20251030-3012,Initial,2024-06-14 09:50:38,Investigation findings for case 20251030-3012
20251030-3012,Initial,2024-06-25 09:50:38,Investigation findings for case 20251030-3012
20251030-3013,Interview,2023-10-02 22:08:10,Investigation findings for case 20251030-3013
20251030-3013,Follow-up,2023-10-02 22:08:10,Investigation findings for case 20251030-3013
20251030-3013,Interview,2023-09-19 22:08:10,Investigation findings for case 20251030-3013
20251030-3013,Follow-up,2023-10-05 22:08:10,Investigation findings for case 20251030-3013
20251030-3013,Follow-up,2023-10-04 22:08:10,Investigation findings for case 20251030-3013
20251030-3014,Evidence Collection,2023-08-18 19:31:01,Investigation findings for case 20251030-3014
20251030-3014,Interview,2023-08-18 19:31:01,Investigation findings for case 20251030-3014
20251030-3014,Interview,2023-08-30 19:31:01,Investigation findings for case 20251030-3014
20251030-3016,Initial,2024-01-03 08:01:57,Investigation findings for case 20251030-3016
20251030-3017,Evidence Collection,2024-11-08 20:49:12,Investigation findings for case 20251030-3017
20251030-3019,Interview,2023-09-06 23:17:58,Investigation findings for case 20251030-3019
20251030-3019,Follow-up,2023-09-09 23:17:58,Investigation findings for case 20251030-3019
20251030-3019,Initial,2023-08-21 23:17:58,Investigation findings for case 20251030-3019
20251030-3020,Follow-up,2023-10-18 18:13:51,Investigation findings for case 20251030-3020
20251030-3020,Initial,2023-10-11 18:13:51,Investigation findings for case 20251030-3020
20251030-3020,Evidence Collection,2023-10-20 18:13:51,Investigation findings for case 20251030-3020
20251030-3020,Interview,2023-11-04 18:13:51,Investigation findings for case 20251030-3020
20251030-3021,Interview,2024-11-02 17:50:15,Investigation findings for case 20251030-3021
20251030-3021,Evidence Collection,2024-11-09 17:50:15,Investigation findings for case 20251030-3021
20251030-3023,Evidence Collection,2024-09-17 00:21:16,Investigation findings for case 20251030-3023
20251030-3023,Follow-up,2024-09-17 00:21:16,Investigation findings for case 20251030-3023
20251030-3024,Initial,2024-10-27 10:50:04,Investigation findings for case 20251030-3024
20251030-3025,Initial,2023-11-15 15:47:06,Investigation findings for case 20251030-3025
20251030-3025,Follow-up,2023-11-25 15:47:06,Investigation findings for case 20251030-3025
20251030-3025,Initial,2023-11-17 15:47:06,Investigation findings for case 20251030-3025
20251030-3025,Evidence Collection,2023-11-09 15:47:06,Investigation findings for case 20251030-3025
20251030-3027,Evidence Collection,2023-11-02 18:48:57,Investigation findings for case 20251030-3027
20251030-3027,Interview,2023-11-26 18:48:57,Investigation findings for case 20251030-3027
20251030-3028,Follow-up,2024-12-05 16:40:20,Investigation findings for case 20251030-3028
20251030-3028,Follow-up,2024-12-13 16:40:20,Investigation findings for case 20251030-3028
20251030-3028,Evidence Collection,2024-12-15 16:40:20,Investigation findings for case 20251030-3028
20251030-3028,Follow-up,2024-11-22 16:40:20,Investigation findings for case 20251030-3028
20251030-3028,Interview,2024-12-07 16:40:20,Investigation findings for case 20251030-3028
20251030-3031,Follow-up,2024-07-05 21:12:45,Investigation findings for case 20251030-3031
20251030-3031,Follow-up,2024-07-05 21:12:45,Investigation findings for case 20251030-3031
20251030-3033,Evidence Collection,2024-04-22 05:05:53,Investigation findings for case 20251030-3033
20251030-3033,Follow-up,2024-04-30 05:05:53,Investigation findings for case 20251030-3033
20251030-3033,Initial,2024-04-22 05:05:53,Investigation findings for case 20251030-3033
20251030-3033,Interview,2024-04-10 05:05:53,Investigation findings for case 20251030-3033
20251030-3033,Evidence Collection,2024-04-26 05:05:53,Investigation findings for case 20251030-3033
20251030-3034,Interview,2024-04-19 20:49:06,Investigation findings for case 20251030-3034
20251030-3034,Interview,2024-03-29 20:49:06,Investigation findings for case 20251030-3034
20251030-3037,Follow-up,2023-04-11 13:49:46,Investigation findings for case 20251030-3037
20251030-3037,Evidence Collection,2023-05-02 13:49:46,Investigation findings for case 20251030-3037
20251030-3037,Interview,2023-04-16 13:49:46,Investigation findings for case 20251030-3037
20251030-3040,Evidence Collection,2024-10-13 18:09:40,Investigation findings for case 20251030-3040
20251030-3040,Follow-up,2024-10-19 18:09:40,Investigation findings for case 20251030-3040
20251030-3040,Evidence Collection,2024-10-23 18:09:40,Investigation findings for case 20251030-3040
20251030-3040,Evidence Collection,2024-11-01 18:09:40,Investigation findings for case 20251030-3040
20251030-3042,Follow-up,2024-06-29 16:32:18,Investigation findings for case 20251030-3042
20251030-3042,Interview,2024-06-29 16:32:18,Investigation findings for case 20251030-3042
20251030-3042,Follow-up,2024-07-16 16:32:18,Investigation findings for case 20251030-3042
20251030-3042,Evidence Collection,2024-07-12 16:32:18,Investigation findings for case 20251030-3042
20251030-3043,Initial,2024-08-29 07:02:50,Investigation findings for case 20251030-3043
20251030-3043,Interview,2024-09-12 07:02:50,Investigation findings for case 20251030-3043
20251030-3043,Follow-up,2024-09-01 07:02:50,Investigation findings for case 20251030-3043
20251030-3043,Follow-up,2024-08-30 07:02:50,Investigation findings for case 20251030-3043
20251030-3044,Interview,2023-09-06 10:22:46,Investigation findings for case 20251030-3044
20251030-3044,Interview,2023-09-12 10:22:46,Investigation findings for case 20251030-3044
20251030-3044,Initial,2023-09-29 10:22:46,Investigation findings for case 20251030-3044
20251030-3046,Evidence Collection,2023-11-07 06:04:52,Investigation findings for case 20251030-3046
20251030-3048,Interview,2023-04-30 16:24:14,Investigation findings for case 20251030-3048
20251030-3051,Evidence Collection,2024-09-25 18:29:46,Investigation findings for case 20251030-3051
20251030-3051,Interview,2024-09-08 18:29:46,Investigation findings for case 20251030-3051
20251030-3051,Interview,2024-09-09 18:29:46,Investigation findings for case 20251030-3051
20251030-3051,Evidence Collection,2024-09-23 18:29:46,Investigation findings for case 20251030-3051
20251030-3052,Initial,2024-08-11 18:47:42,Investigation findings for case 20251030-3052
20251030-3052,Interview,2024-08-11 18:47:42,Investigation findings for case 20251030-3052
20251030-3053,Evidence Collection,2024-11-28 18:38:44,Investigation findings for case 20251030-3053
20251030-3055,Follow-up,2023-05-19 12:19:10,Investigation findings for case 20251030-3055
20251030-3055,Evidence Collection,2023-05-14 12:19:10,Investigation findings for case 20251030-3055
20251030-3055,Initial,2023-05-16 12:19:10,Investigation findings for case 20251030-3055
20251030-3055,Initial,2023-05-21 12:19:10,Investigation findings for case 20251030-3055
20251030-3056,Interview,2024-06-30 19:28:26,Investigation findings for case 20251030-3056
20251030-3056,Initial,2024-06-28 19:28:26,Investigation findings for case 20251030-3056
20251030-3057,Initial,2024-08-08 09:40:09,Investigation findings for case 20251030-3057
20251030-3057,Follow-up,2024-08-25 09:40:09,Investigation findings for case 20251030-3057
20251030-3058,Follow-up,2025-01-18 13:49:22,Investigation findings for case 20251030-3058
20251030-3058,Follow-up,2025-01-12 13:49:22,Investigation findings for case 20251030-3058
20251030-3058,Initial,2025-01-06 13:49:22,Investigation findings for case 20251030-3058
20251030-3058,Initial,2025-01-06 13:49:22,Investigation findings for case 20251030-3058
20251030-3061,Initial,2023-11-21 09:21:00,Investigation findings for case 20251030-3061
20251030-3061,Initial,2023-12-03 09:21:00,Investigation findings for case 20251030-3061
20251030-3062,Interview,2023-05-27 18:21:20,Investigation findings for case 20251030-3062
20251030-3062,Initial,2023-05-09 18:21:20,Investigation findings for case 20251030-3062
20251030-3062,Evidence Collection,2023-05-21 18:21:20,Investigation findings for case 20251030-3062
20251030-3062,Initial,2023-05-21 18:21:20,Investigation findings for case 20251030-3062
20251030-3066,Follow-up,2024-01-10 12:52:36,Investigation findings for case 20251030-3066
20251030-3066,Evidence Collection,2024-01-02 12:52:36,Investigation findings for case 20251030-3066
20251030-3066,Initial,2023-12-25 12:52:36,Investigation findings for case 20251030-3066
20251030-3066,Interview,2023-12-30 12:52:36,Investigation findings for case 20251030-3066
20251030-3066,Evidence Collection,2023-12-21 12:52:36,Investigation findings for case 20251030-3066
20251030-3067,Initial,2023-08-21 05:09:07,Investigation findings for case 20251030-3067
20251030-3067,Interview,2023-08-26 05:09:07,Investigation findings for case 20251030-3067
20251030-3067,Evidence Collection,2023-08-24 05:09:07,Investigation findings for case 20251030-3067
20251030-3067,Evidence Collection,2023-09-04 05:09:07,Investigation findings for case 20251030-3067
20251030-3067,Initial,2023-08-28 05:09:07,Investigation findings for case 20251030-3067
20251030-3068,Interview,2023-07-21 15:45:00,Investigation findings for case 20251030-3068
20251030-3068,Initial,2023-07-05 15:45:00,Investigation findings for case 20251030-3068
20251030-3068,Initial,2023-07-20 15:45:00,Investigation findings for case 20251030-3068
20251030-3071,Interview,2023-11-15 21:27:00,Investigation findings for case 20251030-3071
20251030-3071,Interview,2023-11-22 21:27:00,Investigation findings for case 20251030-3071
20251030-3071,Initial,2023-11-17 21:27:00,Investigation findings for case 20251030-3071
20251030-3071,Evidence Collection,2023-11-14 21:27:00,Investigation findings for case 20251030-3071
20251030-3071,Initial,2023-12-03 21:27:00,Investigation findings for case 20251030-3071
20251030-3072,Interview,2023-06-05 20:16:51,Investigation findings for case 20251030-3072
20251030-3072,Follow-up,2023-06-01 20:16:51,Investigation findings for case 20251030-3072
