case_id,evidence_type,collection_date,status
20251030-2277,Photographic,2024-02-10 19:44:15,Analyzed
20251030-2278,Digital,2024-07-21 07:45:54,In Analysis
20251030-2286,Document,2023-08-21 17:35:38,Analyzed
20251030-2286,Physical,2023-08-23 17:35:38,Collected
20251030-2286,Photographic,2023-08-26 17:35:38,Analyzed
20251030-2286,Digital,2023-08-23 17:35:38,Analyzed
20251030-2287,Physical,2024-11-28 15:15:05,Collected
20251030-2287,Photographic,2024-11-28 15:15:05,Analyzed
20251030-2287,Physical,2024-11-27 15:15:05,Analyzed
20251030-2289,Digital,2023-01-13 05:20:11,Collected
20251030-2289,Physical,2023-01-11 05:20:11,Analyzed
20251030-2290,Document,2023-06-11 06:47:00,In Analysis
20251030-2290,Physical,2023-06-11 06:47:00,In Analysis
20251030-2290,Document,2023-06-11 06:47:00,Analyzed
20251030-2293,Digital,2023-11-06 19:27:58,Collected
20251030-2293,Photographic,2023-11-06 19:27:58,In Analysis
20251030-2293,Document,2023-10-31 19:27:58,In Analysis
20251030-2296,Document,2024-10-07 20:24:36,In Analysis
20251030-2296,Physical,2024-09-30 20:24:36,Analyzed
20251030-2296,Digital,2024-10-06 20:24:36,Analyzed
20251030-2296,Physical,2024-09-30 20:24:36,Collected
20251030-2298,Photographic,2023-03-29 21:34:11,Analyzed
20251030-2298,Photographic,2023-03-31 21:34:11,Collected
20251030-2298,Physical,2023-03-29 21:34:11,Analyzed
20251030-2298,Physical,2023-03-28 21:34:11,Collected
20251030-2300,Photographic,2024-03-09 21:36:16,Collected
20251030-2307,Physical,2024-11-23 20:03:06,In Analysis
20251030-2307,Physical,2024-11-27 20:03:06,Analyzed
20251030-2308,Photographic,2023-11-18 18:22:21,Collected
20251030-2308,Physical,2023-11-20 18:22:21,In Analysis
20251030-2308,Document,2023-11-20 18:22:21,In Analysis
20251030-2312,Digital,2023-06-18 16:44:40,Analyzed
20251030-2312,Photographic,2023-06-10 16:44:40,In Analysis
20251030-2312,Digital,2023-06-14 16:44:40,Analyzed
20251030-2312,Photographic,2023-06-15 16:44:40,In Analysis
20251030-2316,Physical,2023-12-17 18:40:54,In Analysis
20251030-2316,Photographic,2023-12-07 18:40:54,Analyzed
20251030-2317,Document,2023-01-26 05:33:17,Analyzed
20251030-2317,Photographic,2023-01-29 05:33:17,In Analysis
20251030-2318,Digital,2023-02-18 21:45:25,Analyzed
20251030-2318,Document,2023-02-28 21:45:25,In Analysis
20251030-2318,Photographic,2023-02-24 21:45:25,In Analysis
20251030-2322,Digital,2023-12-31 17:28:44,Collected
20251030-2322,Physical,2023-12-26 17:28:44,In Analysis
20251030-2322,Photographic,2023-12-28 17:28:44,Collected
20251030-2322,Physical,2023-12-31 17:28:44,Collected
20251030-2328,Document,2023-06-24 22:22:55,In Analysis
20251030-2328,Document,2023-06-28 22:22:55,Collected
20251030-2328,Digital,2023-06-28 22:22:55,In Analysis
20251030-2328,Physical,2023-06-29 22:22:55,In Analysis
20251030-2329,Document,2023-11-18 17:19:15,Collected
20251030-2329,Physical,2023-11-21 17:19:15,Collected
20251030-2330,Photographic,2024-02-16 07:46:15,In Analysis
20251030-2332,Physical,2023-09-21 22:32:03,In Analysis
20251030-2332,Photographic,2023-09-13 22:32:03,In Analysis
20251030-2334,Photographic,2024-05-04 02:36:40,Collected
20251030-2334,Physical,2024-04-29 02:36:40,In Analysis
20251030-2334,Photographic,2024-05-02 02:36:40,Collected
20251030-2335,Photographic,2023-05-21 11:31:51,Collected
20251030-2336,Document,2023-04-11 20:28:30,Analyzed
20251030-2336,Photographic,2023-04-04 20:28:30,Collected
20251030-2336,Physical,2023-04-13 20:28:30,Collected
20251030-2340,Document,2023-11-07 10:54:03,Analyzed
20251030-2340,Physical,2023-10-31 10:54:03,Analyzed
20251030-2344,Physical,2024-04-30 23:01:02,Collected
20251030-2344,Digital,2024-05-01 23:01:02,Analyzed
20251030-2347,Digital,2024-09-04 14:42:37,Analyzed
20251030-2347,Photographic,2024-09-10 14:42:37,Collected
20251030-2348,Physical,2023-10-08 22:42:04,Analyzed
20251030-2348,Physical,2023-10-16 22:42:04,Analyzed
20251030-2348,Document,2023-10-08 22:42:04,Analyzed
20251030-2350,Digital,2024-03-11 07:16:16,Collected
20251030-2350,Digital,2024-03-19 07:16:16,In Analysis
20251030-2350,Photographic,2024-03-21 07:16:16,Analyzed
20251030-2350,Photographic,2024-03-13 07:16:16,Analyzed
20251030-2351,Document,2023-01-15 18:07:05,Collected
20251030-2351,Photographic,2023-01-16 18:07:05,In Analysis
20251030-2352,Document,2023-01-29 12:27:07,Collected
20251030-2352,Photographic,2023-01-29 12:27:07,In Analysis
20251030-2352,Digital,2023-02-02 12:27:07,Analyzed
20251030-2352,Digital,2023-01-30 12:27:07,In Analysis
20251030-2353,Physical,2024-08-17 12:37:27,In Analysis
20251030-2353,Physical,2024-08-17 12:37:27,In Analysis
20251030-2353,Photographic,2024-08-16 12:37:27,Analyzed
20251030-2354,Digital,2024-09-03 13:04:06,Collected
20251030-2354,Document,2024-09-02 13:04:06,Collected
20251030-2356,Document,2023-01-31 15:28:25,Analyzed
20251030-2356,Physical,2023-01-30 15:28:25,Collected
20251030-2356,Digital,2023-01-28 15:28:25,In Analysis
20251030-2358,Physical,2023-01-14 12:26:04,Analyzed
20251030-2358,Photographic,2023-01-13 12:26:04,Analyzed
20251030-2358,Digital,2023-01-18 12:26:04,In Analysis
20251030-2358,Digital,2023-01-16 12:26:04,Collected
20251030-2361,Digital,2024-08-27 09:58:57,Collected
20251030-2361,Photographic,2024-08-26 09:58:57,Collected
20251030-2361,Photographic,2024-08-19 09:58:57,Analyzed
20251030-2361,Photographic,2024-08-20 09:58:57,Analyzed
20251030-2367,Document,2023-12-21 15:27:47,In Analysis
20251030-2368,Digital,2023-09-16 21:06:15,In Analysis
20251030-2368,Photographic,2023-09-10 21:06:15,In Analysis
20251030-2368,Physical,2023-09-10 21:06:15,Collected
20251030-2368,Digital,2023-09-10 21:06:15,In Analysis
20251030-2369,Physical,2024-01-25 01:21:07,Collected
20251030-2370,Digital,2024-06-17 15:42:02,Collected
20251030-2372,Physical,2023-12-20 18:39:54,Collected
20251030-2372,Photographic,2023-12-19 18:39:54,In Analysis
20251030-2374,Photographic,2024-12-13 16:30:00,Collected
20251030-2374,Photographic,2024-12-06 16:30:00,Analyzed
20251030-2374,Physical,2024-12-16 16:30:00,In Analysis
20251030-2374,Physical,2024-12-07 16:30:00,Collected
20251030-2376,Document,2023-02-08 20:03:29,In Analysis
20251030-2376,Document,2023-02-06 20:03:29,In Analysis
20251030-2377,Digital,2023-08-29 10:53:20,Collected
20251030-2377,Document,2023-09-03 10:53:20,In Analysis
20251030-2377,Document,2023-08-29 10:53:20,Analyzed
20251030-2377,Digital,2023-08-30 10:53:20,Analyzed
20251030-2378,Photographic,2024-04-25 13:33:01,In Analysis
20251030-2378,Digital,2024-04-21 13:33:01,In Analysis
20251030-2378,Document,2024-04-24 13:33:01,Collected
20251030-2378,Physical,2024-04-19 13:33:01,Analyzed
20251030-2379,Digital,2023-08-08 19:09:22,Analyzed
20251030-2382,Physical,2024-06-11 07:05:09,In Analysis
20251030-2386,Document,2023-09-10 12:55:40,Analyzed
20251030-2386,Photographic,2023-09-10 12:55:40,In Analysis
20251030-2386,Digital,2023-09-16 12:55:40,In Analysis
20251030-2386,Digital,2023-09-19 12:55:40,Analyzed
20251030-2391,Photographic,2023-01-10 19:05:11,Collected
20251030-2391,Document,2023-01-08 19:05:11,Analyzed
20251030-2394,Photographic,2024-05-26 17:34:49,Analyzed
20251030-2394,Physical,2024-06-03 17:34:49,In Analysis
20251030-2394,Digital,2024-06-02 17:34:49,Collected
20251030-2394,Physical,2024-06-03 17:34:49,Collected
20251030-2395,Digital,2024-03-17 12:10:31,Collected
20251030-2395,Photographic,2024-03-18 12:10:31,Collected
20251030-2395,Physical,2024-03-25 12:10:31,Analyzed
20251030-2395,Document,2024-03-23 12:10:31,Analyzed
20251030-2398,Physical,2024-01-06 19:25:37,Analyzed
20251030-2398,Document,2024-01-10 19:25:37,In Analysis
20251030-2398,Digital,2024-01-14 19:25:37,In Analysis
20251030-2401,Document,2023-09-20 19:36:50,Collected
20251030-2401,Photographic,2023-09-20 19:36:50,Collected
20251030-2404,Photographic,2024-04-06 07:28:15,Collected
20251030-2404,Digital,2024-04-07 07:28:15,Analyzed
20251030-2406,Document,2023-02-07 18:54:18,In Analysis
20251030-2406,Physical,2023-02-13 18:54:18,Collected
20251030-2412,Photographic,2024-08-21 10:46:23,Collected
20251030-2412,Physical,2024-08-30 10:46:23,Collected
20251030-2412,Photographic,2024-08-28 10:46:23,Collected
20251030-2413,Digital,2024-01-22 07:47:29,In Analysis
20251030-2415,Physical,2024-10-13 06:32:58,Collected
20251030-2415,Physical,2024-10-13 06:32:58,Analyzed
20251030-2415,Physical,2024-10-20 06:32:58,In Analysis
20251030-2415,Digital,2024-10-16 06:32:58,In Analysis
20251030-2416,Photographic,2023-01-26 22:03:46,Analyzed
20251030-2416,Photographic,2023-01-22 22:03:46,Collected
20251030-2419,Physical,2024-11-24 18:07:45,Analyzed
20251030-2419,Photographic,2024-11-22 18:07:45,Analyzed
20251030-2421,Physical,2023-12-06 19:18:54,Analyzed
20251030-2421,Document,2023-12-06 19:18:54,In Analysis
20251030-2421,Physical,2023-12-13 19:18:54,In Analysis
20251030-2421,Photographic,2023-12-12 19:18:54,In Analysis
20251030-2423,Digital,2024-10-27 12:52:40,In Analysis
20251030-2423,Digital,2024-10-27 12:52:40,Collected
20251030-2423,Physical,2024-11-05 12:52:40,Analyzed
20251030-2425,Digital,2023-07-02 17:15:30,Collected
20251030-2425,Document,2023-07-06 17:15:30,Collected
20251030-2425,Physical,2023-07-04 17:15:30,Collected
20251030-2427,Physical,2023-02-05 05:36:48,In Analysis
20251030-2430,Photographic,2023-07-14 12:36:51,Collected
20251030-2431,Document,2023-09-18 21:42:16,In Analysis
20251030-2431,Digital,2023-09-20 21:42:16,Collected
20251030-2432,Document,2023-02-28 07:01:34,Analyzed
20251030-2432,Physical,2023-02-26 07:01:34,Collected
20251030-2432,Digital,2023-02-25 07:01:34,Analyzed
20251030-2432,Document,2023-02-23 07:01:34,Analyzed
20251030-2434,Document,2024-11-10 21:30:30,In Analysis
20251030-2434,Digital,2024-11-11 21:30:30,Collected
20251030-2434,Document,2024-11-10 21:30:30,In Analysis
20251030-2434,Physical,2024-11-11 21:30:30,Collected
20251030-2437,Document,2024-12-13 18:13:10,Analyzed
20251030-2437,Physical,2024-12-13 18:13:10,Collected
20251030-2437,Photographic,2024-12-14 18:13:10,Collected
20251030-2437,Digital,2024-12-14 18:13:10,Collected
20251030-2444,Digital,2023-09-02 18:16:10,In Analysis
20251030-2450,Photographic,2023-01-23 19:28:13,Analyzed
20251030-2450,Document,2023-01-24 19:28:13,In Analysis
20251030-2450,Physical,2023-01-25 19:28:13,In Analysis
20251030-2453,Digital,2024-04-19 23:51:26,Collected
20251030-2453,Photographic,2024-04-12 23:51:26,In Analysis
20251030-2456,Document,2023-04-19 09:59:18,Collected
20251030-2456,Digital,2023-04-29 09:59:18,In Analysis
20251030-2458,Document,2024-12-16 14:56:34,Analyzed
20251030-2459,Physical,2023-08-10 14:46:08,Collected
20251030-2459,Physical,2023-07-31 14:46:08,Analyzed
20251030-2459,Photographic,2023-08-05 14:46:08,Collected
20251030-2459,Physical,2023-08-04 14:46:08,Collected
20251030-2462,Digital,2023-01-17 18:04:41,Analyzed
20251030-2462,Physical,2023-01-16 18:04:41,Analyzed
20251030-2463,Photographic,2024-06-23 11:28:43,In Analysis
20251030-2466,Photographic,2024-04-06 16:17:04,Analyzed
20251030-2466,Document,2024-04-10 16:17:04,Collected
20251030-2467,Photographic,2024-05-01 13:04:50,Collected
20251030-2467,Photographic,2024-05-09 13:04:50,Analyzed
20251030-2468,Physical,2024-05-09 13:17:12,Collected
20251030-2468,Digital,2024-05-15 13:17:12,Collected
20251030-2468,Digital,2024-05-14 13:17:12,In Analysis
20251030-2468,Photographic,2024-05-14 13:17:12,In Analysis
20251030-2470,Digital,2024-12-12 14:43:20,Analyzed
20251030-2470,Photographic,2024-12-16 14:43:20,Analyzed
20251030-2472,Physical,2023-01-08 06:56:05,In Analysis
20251030-2472,Digital,2023-01-07 06:56:05,In Analysis
20251030-2472,Physical,2023-01-11 06:56:05,Analyzed
20251030-2472,Digital,2023-01-16 06:56:05,In Analysis
20251030-2474,Photographic,2023-11-26 17:57:07,Collected
20251030-2474,Digital,2023-11-28 17:57:07,Analyzed
20251030-2476,Physical,2023-10-24 07:23:33,Collected
20251030-2481,Digital,2023-07-31 21:21:49,Analyzed
20251030-2481,Digital,2023-08-01 21:21:49,Analyzed
20251030-2481,Digital,2023-07-24 21:21:49,Collected
20251030-2481,Physical,2023-08-02 21:21:49,Analyzed
20251030-2486,Digital,2023-09-04 17:38:58,In Analysis
20251030-2486,Digital,2023-09-06 17:38:58,Collected
20251030-2486,Digital,2023-09-12 17:38:58,Analyzed
20251030-2486,Photographic,2023-09-13 17:38:58,Collected
20251030-2487,Digital,2024-03-03 06:33:58,In Analysis
20251030-2489,Digital,2024-06-16 15:08:50,Collected
20251030-2491,Digital,2023-10-30 19:13:20,In Analysis
20251030-2491,Photographic,2023-10-26 19:13:20,Analyzed
20251030-2492,Physical,2024-05-23 13:35:19,In Analysis
20251030-2492,Document,2024-05-26 13:35:19,Analyzed
20251030-2492,Digital,2024-05-22 13:35:19,Collected
20251030-2493,Digital,2024-12-09 06:32:19,In Analysis
20251030-2493,Digital,2024-12-13 06:32:19,Collected
20251030-2493,Photographic,2024-12-12 06:32:19,In Analysis
20251030-2496,Digital,2024-02-17 18:28:39,In Analysis
20251030-2496,Photographic,2024-02-09 18:28:39,In Analysis
20251030-2501,Digital,2023-04-12 14:11:49,Collected
20251030-2501,Digital,2023-04-20 14:11:49,In Analysis
20251030-2501,Photographic,2023-04-19 14:11:49,Collected
20251030-2508,Document,2024-01-09 15:34:44,Analyzed
20251030-2508,Photographic,2024-01-03 15:34:44,In Analysis
20251030-2508,Physical,2024-01-03 15:34:44,In Analysis
20251030-2508,Digital,2024-01-03 15:34:44,Analyzed
20251030-2509,Photographic,2024-10-15 12:00:08,In Analysis
20251030-2511,Document,2023-11-03 08:28:57,In Analysis
20251030-2514,Physical,2024-02-07 21:15:50,Analyzed
20251030-2514,Document,2024-02-12 21:15:50,Analyzed
20251030-2514,Digital,2024-02-07 21:15:50,Collected
20251030-2514,Document,2024-02-10 21:15:50,In Analysis
20251030-2516,Document,2024-07-18 19:01:06,Collected
20251030-2516,Physical,2024-07-14 19:01:06,Collected
20251030-2517,Document,2023-04-11 22:27:48,In Analysis
20251030-2517,Digital,2023-04-16 22:27:48,Analyzed
20251030-2517,Digital,2023-04-07 22:27:48,Analyzed
20251030-2517,Photographic,2023-04-13 22:27:48,Analyzed
20251030-2518,Digital,2023-07-02 11:48:07,Collected
20251030-2518,Digital,2023-07-08 11:48:07,Collected
20251030-2518,Physical,2023-07-03 11:48:07,Collected
20251030-2522,Digital,2023-09-27 12:48:25,Collected
20251030-2522,Document,2023-09-27 12:48:25,Analyzed
20251030-2522,Photographic,2023-10-01 12:48:25,In Analysis
20251030-2522,Digital,2023-09-28 12:48:25,Collected
20251030-2523,Photographic,2023-11-08 17:26:43,In Analysis
20251030-2523,Document,2023-11-03 17:26:43,Collected
20251030-2523,Digital,2023-11-02 17:26:43,Collected
20251030-2525,Photographic,2024-08-03 20:14:09,In Analysis
20251030-2527,Document,2024-10-06 17:18:56,In Analysis
20251030-2527,Physical,2024-09-26 17:18:56,In Analysis
20251030-2528,Photographic,2024-03-13 08:56:31,Analyzed
20251030-2528,Physical,2024-03-20 08:56:31,Collected
20251030-2531,Document,2023-11-28 11:46:03,Analyzed
20251030-2533,Document,2023-06-16 15:09:36,Collected
20251030-2533,Document,2023-06-18 15:09:36,Collected
20251030-2534,Physical,2023-06-05 12:47:21,Collected
20251030-2534,Digital,2023-05-30 12:47:21,In Analysis
20251030-2535,Digital,2023-06-12 17:57:51,Collected
20251030-2536,Digital,2023-02-11 21:38:37,In Analysis
20251030-2536,Photographic,2023-02-09 21:38:37,Collected
20251030-2536,Document,2023-02-08 21:38:37,Analyzed
20251030-2536,Digital,2023-02-08 21:38:37,In Analysis
20251030-2537,Physical,2023-11-05 19:49:50,Analyzed
20251030-2539,Physical,2024-03-08 21:47:06,Analyzed
20251030-2539,Document,2024-03-06 21:47:06,Collected
20251030-2543,Physical,2023-02-04 18:05:49,Analyzed
20251030-2543,Document,2023-02-02 18:05:49,In Analysis
20251030-2546,Photographic,2023-07-01 17:19:48,Collected
20251030-2546,Document,2023-06-25 17:19:48,Collected
20251030-2546,Physical,2023-06-28 17:19:48,Analyzed
20251030-2547,Photographic,2023-04-08 11:35:12,In Analysis
20251030-2548,Digital,2024-03-21 11:26:21,Analyzed
20251030-2548,Digital,2024-03-14 11:26:21,In Analysis
20251030-2548,Digital,2024-03-22 11:26:21,Collected
20251030-2549,Photographic,2024-08-17 12:35:36,Analyzed
20251030-2549,Photographic,2024-08-26 12:35:36,Collected
20251030-2549,Photographic,2024-08-17 12:35:36,In Analysis
20251030-2550,Physical,2024-08-02 15:07:30,Analyzed
20251030-2551,Document,2023-08-21 07:59:10,In Analysis
20251030-2554,Digital,2023-07-07 17:43:05,Analyzed
20251030-2554,Document,2023-07-10 17:43:05,Analyzed
20251030-2554,Document,2023-07-10 17:43:05,Collected
20251030-2555,Photographic,2023-04-13 16:15:33,Analyzed
20251030-2555,Document,2023-04-23 16:15:33,Collected
20251030-2559,Document,2023-02-03 19:10:25,In Analysis
20251030-2560,Physical,2024-07-16 04:51:57,Collected
20251030-2560,Document,2024-07-17 04:51:57,Analyzed
20251030-2560,Document,2024-07-13 04:51:57,Analyzed
20251030-2561,Document,2024-09-04 19:52:15,In Analysis
20251030-2561,Document,2024-08-29 19:52:15,In Analysis
20251030-2562,Document,2024-11-26 18:51:40,In Analysis
20251030-2563,Digital,2023-10-05 19:05:48,In Analysis
20251030-2563,Physical,2023-10-10 19:05:48,Collected
20251030-2563,Physical,2023-10-08 19:05:48,In Analysis
20251030-2564,Physical,2023-06-15 04:36:39,Collected
20251030-2564,Physical,2023-06-16 04:36:39,In Analysis
20251030-2564,Photographic,2023-06-15 04:36:39,In Analysis
20251030-2565,Digital,2023-05-08 07:14:51,In Analysis
20251030-2565,Document,2023-05-14 07:14:51,Analyzed
20251030-2566,Photographic,2024-12-04 15:06:02,Collected
20251030-2567,Physical,2023-06-24 07:59:26,Collected
20251030-2567,Photographic,2023-06-26 07:59:26,Analyzed
20251030-2567,Physical,2023-07-01 07:59:26,Analyzed
20251030-2568,Physical,2023-07-02 11:20:14,Analyzed
20251030-2568,Physical,2023-07-01 11:20:14,Collected
20251030-2568,Photographic,2023-07-05 11:20:14,In Analysis
20251030-2569,Photographic,2023-06-15 19:19:59,Collected
20251030-2569,Digital,2023-06-18 19:19:59,Analyzed
20251030-2570,Document,2023-06-14 17:38:25,Collected
20251030-2570,Document,2023-06-11 17:38:25,Collected
20251030-2570,Document,2023-06-17 17:38:25,In Analysis
20251030-2570,Digital,2023-06-17 17:38:25,Collected
20251030-2573,Digital,2024-08-03 22:33:06,Analyzed
20251030-2575,Document,2024-05-12 19:31:04,Analyzed
20251030-2575,Digital,2024-05-16 19:31:04,In Analysis
20251030-2575,Digital,2024-05-13 19:31:04,Collected
20251030-2578,Physical,2023-09-06 22:08:00,Analyzed
20251030-2578,Digital,2023-09-06 22:08:00,Analyzed
20251030-2578,Document,2023-09-01 22:08:00,In Analysis
20251030-2578,Physical,2023-09-03 22:08:00,In Analysis
20251030-2579,Photographic,2023-01-24 13:09:26,Collected
20251030-2579,Document,2023-01-19 13:09:26,Collected
20251030-2579,Physical,2023-01-17 13:09:26,Collected
20251030-2580,Digital,2023-07-06 11:05:23,In Analysis
20251030-2582,Photographic,2023-05-19 19:34:21,Analyzed
20251030-2582,Photographic,2023-05-23 19:34:21,Analyzed
20251030-2582,Document,2023-05-22 19:34:21,Collected
20251030-2582,Document,2023-05-20 19:34:21,Analyzed
20251030-2583,Document,2024-09-16 10:02:31,In Analysis
20251030-2583,Physical,2024-09-14 10:02:31,Analyzed
20251030-2583,Physical,2024-09-12 10:02:31,Analyzed
20251030-2583,Digital,2024-09-12 10:02:31,In Analysis
20251030-2584,Digital,2023-04-16 20:01:38,Collected
20251030-2584,Photographic,2023-04-14 20:01:38,In Analysis
20251030-2584,Physical,2023-04-19 20:01:38,Analyzed
20251030-2586,Digital,2023-12-18 23:46:20,Analyzed
20251030-2586,Digital,2023-12-15 23:46:20,Analyzed
20251030-2586,Photographic,2023-12-18 23:46:20,Analyzed
20251030-2591,Physical,2024-03-19 20:48:56,Collected
20251030-2592,Photographic,2024-03-03 19:05:03,In Analysis
20251030-2592,Photographic,2024-03-02 19:05:03,Collected
20251030-2592,Digital,2024-03-08 19:05:03,In Analysis
20251030-2592,Physical,2024-03-06 19:05:03,In Analysis
20251030-2593,Photographic,2023-09-02 10:17:42,Analyzed
20251030-2597,Digital,2024-07-03 17:26:10,Collected
20251030-2597,Physical,2024-07-07 17:26:10,In Analysis
20251030-2600,Digital,2023-08-23 17:44:06,Collected
20251030-2600,Document,2023-08-23 17:44:06,In Analysis
20251030-2602,Digital,2023-11-27 17:55:41,Analyzed
20251030-2602,Document,2023-11-26 17:55:41,In Analysis
20251030-2602,Photographic,2023-11-30 17:55:41,In Analysis
20251030-2602,Digital,2023-12-04 17:55:41,Analyzed
20251030-2604,Document,2024-05-29 07:54:23,Analyzed
20251030-2604,Digital,2024-05-27 07:54:23,Collected
20251030-2606,Digital,2024-08-27 20:38:39,Analyzed
20251030-2607,Physical,2023-12-30 20:45:34,Collected
20251030-2607,Document,2023-12-27 20:45:34,Collected
20251030-2607,Physical,2023-12-22 20:45:34,In Analysis
20251030-2607,Physical,2023-12-29 20:45:34,Analyzed
20251030-2608,Physical,2024-05-08 17:48:28,In Analysis
20251030-2608,Digital,2024-05-15 17:48:28,Collected
20251030-2609,Physical,2024-05-11 20:51:10,In Analysis
20251030-2612,Physical,2024-11-27 20:23:48,Analyzed
20251030-2612,Physical,2024-11-19 20:23:48,Collected
20251030-2612,Document,2024-11-17 20:23:48,In Analysis
20251030-2615,Document,2023-11-18 08:37:29,Collected
20251030-2615,Digital,2023-11-19 08:37:29,Analyzed
20251030-2615,Document,2023-11-17 08:37:29,Collected
20251030-2615,Physical,2023-11-15 08:37:29,Collected
20251030-2617,Physical,2024-01-06 06:07:03,Analyzed
20251030-2618,Physical,2024-01-10 23:22:35,Analyzed
20251030-2618,Digital,2024-01-04 23:22:35,Analyzed
20251030-2618,Photographic,2024-01-03 23:22:35,Collected
20251030-2620,Document,2023-02-24 18:11:33,In Analysis
20251030-2620,Document,2023-02-22 18:11:33,Collected
20251030-2621,Physical,2023-11-21 09:59:36,Analyzed
20251030-2623,Physical,2024-04-21 18:09:15,Collected
20251030-2623,Document,2024-04-19 18:09:15,In Analysis
20251030-2623,Digital,2024-04-24 18:09:15,Analyzed
20251030-2624,Photographic,2023-11-04 21:50:31,Collected
20251030-2624,Physical,2023-10-28 21:50:31,In Analysis
20251030-2624,Photographic,2023-10-27 21:50:31,Collected
20251030-2624,Document,2023-10-28 21:50:31,Collected
20251030-2626,Photographic,2024-04-20 21:30:10,Collected
20251030-2626,Document,2024-04-21 21:30:10,In Analysis
20251030-2626,Document,2024-04-22 21:30:10,In Analysis
20251030-2627,Document,2023-12-22 16:33:14,Collected
20251030-2627,Document,2023-12-18 16:33:14,In Analysis
20251030-2627,Photographic,2023-12-21 16:33:14,Analyzed
20251030-2634,Document,2024-06-17 14:46:53,In Analysis
20251030-2634,Digital,2024-06-18 14:46:53,Collected
20251030-2634,Physical,2024-06-19 14:46:53,Collected
20251030-2636,Digital,2023-12-09 15:32:37,Analyzed
20251030-2636,Document,2023-12-01 15:32:37,Collected
20251030-2636,Digital,2023-12-02 15:32:37,Analyzed
20251030-2636,Digital,2023-12-05 15:32:37,In Analysis
20251030-2638,Photographic,2024-04-28 16:49:13,In Analysis
20251030-2638,Physical,2024-04-23 16:49:13,Analyzed
20251030-2638,Document,2024-04-24 16:49:13,In Analysis
20251030-2639,Document,2024-05-25 12:57:00,Analyzed
20251030-2641,Digital,2024-02-10 09:05:43,In Analysis
20251030-2641,Photographic,2024-02-12 09:05:43,Analyzed
20251030-2641,Document,2024-02-11 09:05:43,Collected
20251030-2643,Physical,2024-12-24 09:31:49,Analyzed
20251030-2644,Photographic,2024-05-03 18:30:03,Collected
20251030-2649,Physical,2023-08-06 19:25:06,Collected
20251030-2649,Digital,2023-08-01 19:25:06,Analyzed
20251030-2649,Document,2023-08-03 19:25:06,Collected
20251030-2650,Digital,2023-01-26 19:17:16,In Analysis
20251030-2650,Physical,2023-02-03 19:17:16,In Analysis
20251030-2650,Digital,2023-02-03 19:17:16,In Analysis
20251030-2652,Digital,2024-05-25 12:30:23,Collected
20251030-2652,Photographic,2024-05-29 12:30:23,In Analysis
20251030-2654,Physical,2023-10-08 21:16:48,Collected
20251030-2654,Photographic,2023-10-08 21:16:48,Analyzed
20251030-2654,Physical,2023-10-03 21:16:48,Analyzed
20251030-2655,Document,2023-10-06 12:17:20,Analyzed
20251030-2655,Physical,2023-09-29 12:17:20,Analyzed
20251030-2655,Document,2023-09-29 12:17:20,Collected
20251030-2656,Physical,2023-01-31 10:36:56,Collected
20251030-2656,Photographic,2023-01-23 10:36:56,In Analysis
20251030-2656,Document,2023-01-26 10:36:56,Collected
20251030-2661,Physical,2023-02-26 19:19:32,Analyzed
20251030-2661,Photographic,2023-03-02 19:19:32,Collected
20251030-2661,Digital,2023-02-28 19:19:32,Collected
20251030-2665,Photographic,2023-06-15 14:00:19,In Analysis
20251030-2666,Photographic,2023-11-28 19:15:02,In Analysis
20251030-2667,Document,2024-11-16 14:55:51,In Analysis
20251030-2670,Digital,2024-03-27 11:59:23,In Analysis
20251030-2675,Digital,2024-03-20 13:15:14,In Analysis
20251030-2675,Photographic,2024-03-17 13:15:14,Analyzed
20251030-2675,Digital,2024-03-13 13:15:14,In Analysis
20251030-2676,Document,2023-11-29 19:21:14,In Analysis
20251030-2678,Document,2023-12-24 18:14:25,Analyzed
20251030-2678,Physical,2023-12-22 18:14:25,Collected
20251030-2678,Photographic,2023-12-20 18:14:25,Collected
20251030-2680,Physical,2023-01-14 19:50:21,Collected
20251030-2684,Digital,2024-01-19 06:29:16,Analyzed
20251030-2684,Document,2024-01-24 06:29:16,In Analysis
20251030-2684,Physical,2024-01-20 06:29:16,Collected
20251030-2688,Physical,2023-08-04 18:22:17,Collected
20251030-2692,Photographic,2023-11-22 22:36:01,Collected
20251030-2697,Physical,2024-09-16 21:58:48,Collected
20251030-2697,Document,2024-09-22 21:58:48,Analyzed
20251030-2697,Photographic,2024-09-21 21:58:48,In Analysis
20251030-2698,Physical,2023-09-21 14:22:17,In Analysis
20251030-2698,Digital,2023-09-19 14:22:17,In Analysis
20251030-2699,Photographic,2023-02-28 19:13:12,Analyzed
20251030-2699,Digital,2023-03-06 19:13:12,Analyzed
20251030-2699,Document,2023-03-07 19:13:12,In Analysis
20251030-2699,Digital,2023-03-04 19:13:12,Collected
20251030-2704,Photographic,2023-08-27 11:11:49,Collected
20251030-2704,Physical,2023-08-20 11:11:49,In Analysis
20251030-2704,Photographic,2023-08-22 11:11:49,In Analysis
20251030-2706,Photographic,2023-02-18 22:01:24,Analyzed
20251030-2707,Document,2023-09-08 16:54:54,Collected
20251030-2709,Digital,2024-05-01 08:52:01,In Analysis
20251030-2709,Document,2024-04-29 08:52:01,Analyzed
20251030-2709,Digital,2024-05-01 08:52:01,In Analysis
